A03b	B05	C7b	CAG29	GpCAG133	D05	D101	Gmm8	GpB20b	GpC10	Pgp28		
AMI_14_628	34	128	207	133	157	194	109	167	130	115	158	111
AMI_14_628	34	128	209	133	157	203	115	173	130	115	158	125
AMI_14_629	34	128	211	133	157	194	106	173	126	115	161	109
AMI_14_629	34	128	211	133	163	194	115	173	130	115	161	109
AMI_14_630	34	128	211	133	157	200	109	167	130	117	161	109
AMI_14_630	34	128	211	133	163	200	109	173	130	147	161	109
AMI_14_631	34	128	207	121	157	200	106	173	126	115	158	125
AMI_14_631	34	128	211	133	157	203	106	173	130	115	158	125
AMI_14_632	34	128	207	127	157	203	97	167	126	127	161	109
AMI_14_632	34	128	209	133	157	203	109	173	130	149	164	109
AMI_14_633	34	128	211	133	157	203	109	173	130	127	161	115
AMI_14_633	34	128	211	133	163	203	109	173	130	127	167	115
AMI_14_635	34	128	209	127	157	194	109	173	126	115	158	109
AMI_14_635	34	128	211	133	157	203	109	173	126	127	164	111
AMI_14_636	34	128	211	133	157	194	103	167	126	127	158	111
AMI_14_636	34	128	211	133	157	203	109	173	130	149	164	111
AMI_14_683	34	128	211	133	157	194	94	173	126	117	158	109
AMI_14_683	34	128	211	133	157	194	109	173	126	125	161	109
AMI_14_684	34	128	211	121	157	194	109	173	130	115	158	115
AMI_14_684	34	128	211	133	157	194	115	173	130	149	158	115
AMI_14_689	34	128	207	133	157	203	109	173	130	127	158	115
AMI_14_689	34	128	211	133	157	203	109	173	130	135	164	123
AMI_14_690	34	128	211	127	157	194	106	167	126	115	158	109
AMI_14_690	34	128	211	133	157	203	115	173	130	127	161	109
AMI_14_691	34	128	209	133	157	200	109	173	130	115	158	125
AMI_14_691	34	128	211	133	163	203	109	173	130	143	164	125
AMI_14_692	34	128	207	133	157	203	106	173	130	115	158	111
AMI_14_692	34	128	211	133	157	203	106	173	130	127	158	125
AMI_14_693	34	128	211	121	157	194	109	173	-9	109	164	109
AMI_14_693	34	128	211	133	157	203	115	173	-9	115	167	109
AMI_14_694	34	128	207	133	157	200	94	173	130	115	161	125
AMI_14_694	34	128	211	133	163	200	94	173	130	149	164	125
DK-L101	35	128	211	121	157	188	97	173	122	115	158	111
DK-L101	35	128	211	127	157	200	106	173	126	115	167	123
DK-L102	35	128	209	121	157	200	106	173	126	115	158	109
DK-L102	35	128	209	133	157	203	115	173	130	121	167	109
DK-L103	35	128	211	121	157	194	106	173	126	115	161	109
DK-L103	35	128	211	121	157	200	109	173	130	115	164	111
DK-L104	35	128	211	121	157	194	109	173	130	115	158	109
DK-L104	35	128	211	133	163	194	109	173	130	115	164	125
DK-L105	35	128	209	133	157	191	97	173	130	115	161	109
DK-L105	35	128	209	133	157	194	106	173	130	143	164	125
DK-L106	35	128	209	121	157	194	97	173	130	115	158	109
DK-L106	35	128	211	133	163	194	106	173	130	127	161	125
DK-L107	35	128	209	121	157	203	106	173	130	115	158	109
DK-L107	35	128	211	133	163	203	115	173	130	125	161	111
DK-L109	35	128	209	133	157	200	109	167	130	115	158	111
DK-L109	35	128	211	142	157	203	109	173	130	117	167	111
DK-L110	35	128	207	121	157	194	97	173	126	145	158	109
DK-L110	35	128	211	142	160	194	97	173	126	149	167	111
DK-L111	35	128	207	121	157	200	106	173	126	115	158	109
DK-L111	35	128	211	133	163	200	109	173	130	143	164	125
DK-L112	35	128	209	127	157	194	109	167	126	115	158	123
DK-L112	35	128	211	133	157	194	109	173	130	135	161	125
DK-L144	35	128	209	121	157	200	103	173	130	143	158	109
DK-L144	35	128	209	133	163	203	109	173	130	145	164	109
DK-L145	35	128	209	121	157	191	97	167	126	115	164	109
DK-L145	35	128	211	133	163	194	115	173	126	145	164	111
DK-L146	35	128	209	121	157	188	103	173	126	115	158	109
DK-L146	35	128	211	133	163	200	112	173	130	151	167	125
DK-L147	35	128	211	121	157	200	106	173	130	121	158	109
DK-L147	35	128	211	127	163	203	106	173	162	125	167	111
DK-L148	35	128	207	121	157	194	109	173	122	115	161	111
DK-L148	35	128	209	133	157	203	109	173	126	115	164	111
UGT002	36	128	211	133	157	203	109	167	-9	109	158	109
UGT002	36	128	211	133	157	203	109	173	-9	149	158	111
UGT003	36	128	207	133	157	194	106	173	130	115	158	109
UGT003	36	128	211	133	163	200	106	173	130	127	164	109
UGT004	36	128	209	133	157	194	106	173	130	115	161	109
UGT004	36	128	211	133	157	203	109	173	130	127	164	111
UGT005	36	128	211	133	157	194	106	173	130	109	161	109
UGT005	36	128	211	133	157	203	115	173	130	115	164	115
UGT006	36	128	207	121	157	203	106	167	126	115	158	109
UGT006	36	128	209	133	157	203	106	173	130	127	164	109
UGT007	36	128	207	121	157	194	103	173	130	115	161	115
UGT007	36	128	209	121	160	203	103	173	162	149	164	115
UGT008	36	128	211	127	157	194	94	173	130	115	158	109
UGT008	36	128	211	133	157	203	106	173	162	115	158	111
UGT009	36	128	209	121	157	194	94	-9	-9	115	158	109
UGT009	36	128	209	133	157	203	109	-9	-9	135	158	125
UGT010	36	128	211	133	157	200	106	173	126	127	161	109
UGT010	36	128	211	133	157	203	109	173	126	149	161	115
UGT011	36	128	209	133	163	200	94	173	126	127	158	115
UGT011	36	128	211	133	163	200	115	173	130	127	164	125
UGT012	36	128	209	121	157	200	106	167	130	115	158	109
UGT012	36	128	211	133	160	203	115	173	130	143	161	123
UGT013	36	128	207	121	157	188	106	173	130	115	161	115
UGT013	36	128	207	133	163	200	106	173	130	143	161	115
UGT014	36	128	209	133	157	194	106	173	-9	115	158	125
UGT014	36	128	211	133	163	203	106	173	-9	127	158	125
UGT015	36	128	207	133	157	194	106	173	126	115	158	109
UGT015	36	128	209	133	157	203	115	173	130	149	161	125
UGT016	36	128	209	133	157	200	94	173	126	115	158	115
UGT016	36	128	209	133	157	203	94	173	130	127	164	123
UGT017	36	128	209	127	157	188	109	173	130	115	158	119
UGT017	36	128	211	133	157	203	115	173	130	127	158	125
UGT018	36	128	209	133	157	194	109	173	126	127	158	109
UGT018	36	128	209	133	157	194	109	173	126	149	158	109
UGT019	36	128	209	133	157	194	103	173	130	127	158	111
UGT019	36	128	211	133	157	200	109	173	130	149	164	115
UGT020	36	128	209	133	157	188	109	173	130	115	158	109
UGT020	36	128	211	133	157	194	109	173	130	127	164	125
UGT021	36	128	211	121	157	194	106	173	130	115	158	111
UGT021	36	128	211	121	157	203	109	173	130	115	164	125
UGT022	36	128	207	133	157	194	109	173	126	109	161	125
UGT022	36	128	211	133	163	200	115	173	130	117	167	125
UGT023	36	128	211	133	157	203	106	173	130	127	158	109
UGT023	36	128	211	133	157	203	109	173	162	127	158	109
UGT024	36	128	211	133	163	194	97	173	130	127	158	109
UGT024	36	128	211	133	163	203	97	173	130	127	161	111
UGT036	36	128	207	133	157	203	106	173	126	115	158	109
UGT036	36	128	211	133	163	203	109	173	162	127	164	125
UGT037	36	128	207	133	157	194	106	173	130	115	158	109
UGT037	36	128	209	133	163	203	115	173	162	127	158	115
UGT038	36	128	207	133	157	194	109	173	130	127	158	109
UGT038	36	128	211	133	157	194	115	173	130	127	161	109
UGT039	36	128	209	133	157	200	106	173	130	115	161	109
UGT039	36	128	211	133	157	203	115	173	130	149	164	125
UGT040	36	128	209	133	157	194	97	173	126	115	164	109
UGT040	36	128	211	133	163	200	109	173	130	127	164	111
UGT041	36	128	211	121	157	194	94	173	130	115	161	109
UGT041	36	128	211	133	157	203	106	173	130	127	164	111
UGT042	36	128	209	121	157	200	94	173	130	127	158	115
UGT042	36	128	211	121	157	200	106	173	130	143	158	119
UGT043	36	128	211	121	157	194	94	173	126	135	164	109
UGT043	36	128	211	133	157	194	94	173	130	145	164	115
UGT044	36	128	209	133	163	194	106	173	126	115	158	109
UGT044	36	128	211	133	163	203	112	173	130	115	158	125
UGT045	36	128	209	121	163	194	109	173	-9	115	-9	109
UGT045	36	128	211	133	163	203	112	173	-9	115	-9	109
UGT046	36	128	207	121	157	200	103	173	130	135	158	111
UGT046	36	128	211	133	163	203	112	173	130	149	164	115
UGT047	36	128	207	121	157	200	97	173	130	115	158	109
UGT047	36	128	211	133	157	203	109	173	162	127	164	115
UGT048	36	128	207	121	157	203	106	173	130	115	-9	109
UGT048	36	128	209	133	163	203	109	173	130	127	-9	109
UGT049	36	128	209	121	157	194	106	173	130	127	158	109
UGT049	36	128	211	133	163	203	115	173	130	135	161	119
UGT050	36	128	209	133	157	194	94	173	130	115	158	109
UGT050	36	128	209	133	157	194	106	173	130	115	161	125
UGT051	36	128	209	133	157	203	94	173	-9	127	158	109
UGT051	36	128	209	136	157	203	94	173	-9	127	167	115
UGT052	36	128	209	133	157	194	106	173	130	115	158	109
UGT052	36	128	211	142	157	200	109	173	130	149	158	123
UGT053	36	128	207	133	157	194	109	167	130	127	158	109
UGT053	36	128	209	133	157	194	109	173	162	135	158	125
UGT054	36	128	211	121	157	194	106	173	130	127	161	109
UGT054	36	128	211	121	157	203	115	173	130	127	161	111
UGT055	36	128	211	121	157	188	112	173	130	115	161	111
UGT055	36	128	211	133	157	194	115	173	130	125	164	125
UGT056	36	128	211	133	157	200	97	173	130	149	158	125
UGT056	36	128	211	136	163	200	103	173	130	149	161	125
UGT101	36	128	209	121	157	203	106	173	162	115	158	115
UGT101	36	128	209	133	157	203	109	173	162	149	158	115
UGT102	36	128	211	121	157	194	109	173	126	115	158	115
UGT102	36	128	211	133	157	194	109	173	162	125	158	115
UGT103	36	128	211	133	157	188	109	173	126	115	158	115
UGT103	36	128	211	133	157	200	115	173	126	149	161	115
UGT104	36	128	209	133	157	203	94	173	130	127	158	109
UGT104	36	128	209	133	157	203	115	173	162	149	158	109
UGT105	36	128	207	121	157	200	97	173	130	115	158	125
UGT105	36	128	211	133	163	203	106	173	162	127	161	125
UGT106	36	128	209	127	157	194	106	173	126	115	158	115
UGT106	36	128	211	133	157	194	115	173	130	127	164	123
UGT107	36	128	207	121	157	200	106	173	130	149	161	109
UGT107	36	128	211	133	157	203	109	173	130	149	164	115
UGT108	36	128	211	133	157	194	106	173	130	115	158	109
UGT108	36	128	211	133	157	200	106	173	130	127	161	109
UGT109	36	128	211	133	157	194	106	173	130	115	158	109
UGT109	36	128	211	133	163	200	106	173	162	127	164	115
UGT110	36	128	211	121	157	194	109	173	130	127	158	115
UGT110	36	128	211	133	157	200	115	173	162	149	164	119
UGT111	36	128	211	121	157	194	109	173	126	115	164	109
UGT111	36	128	211	133	163	203	109	173	126	149	164	115
UGT112	36	128	211	133	157	200	109	167	130	115	158	115
UGT112	36	128	211	133	157	203	109	173	130	127	158	125
UGT113	36	128	211	127	157	200	94	173	126	143	158	109
UGT113	36	128	211	133	157	200	109	173	126	149	164	125
UGT114	36	128	211	121	157	203	106	173	130	115	161	109
UGT114	36	128	211	127	157	203	109	173	162	115	164	111
UGT115	36	128	211	121	157	200	109	173	126	115	161	111
UGT115	36	128	211	121	157	203	112	173	130	149	167	111
UGT116	36	128	211	121	157	194	109	173	126	127	158	115
UGT116	36	128	211	133	157	203	109	173	162	127	161	125
UGT117	36	128	211	133	157	194	109	173	126	115	158	111
UGT117	36	128	211	133	157	203	109	173	130	117	164	115
UGT118	36	128	209	121	157	200	94	173	130	115	158	125
UGT118	36	128	209	133	157	203	106	173	130	149	164	125
UGT119	36	128	207	133	157	203	94	173	126	115	158	109
UGT119	36	128	207	133	163	203	106	173	162	127	158	111
UGT120	36	128	211	121	157	200	94	173	130	115	158	115
UGT120	36	128	211	133	157	203	106	173	130	125	161	125
OT09e0747	37	128	211	133	157	200	94	173	126	147	158	111
OT09e0747	37	128	211	133	157	203	97	173	130	147	158	115
OT09e0758	37	128	211	133	157	203	106	173	130	115	164	111
OT09e0758	37	128	211	133	157	203	109	173	130	115	167	115
OT09e0762	37	128	209	133	157	203	103	173	130	127	158	125
OT09e0762	37	128	211	133	163	203	109	173	130	127	158	125
OT09e0764	37	128	211	133	157	203	106	173	126	115	158	109
OT09e0764	37	128	211	133	157	203	106	173	130	115	161	115
OT09e0769	37	128	207	121	157	200	94	173	130	127	161	109
OT09e0769	37	128	211	133	157	203	106	173	130	147	164	109
OT09e0774	37	128	211	133	157	200	109	173	126	147	158	115
OT09e0774	37	128	211	133	157	203	109	173	130	147	164	115
OT09e0785	37	128	209	133	151	194	109	173	126	127	158	111
OT09e0785	37	128	211	133	157	203	109	173	126	147	164	115
OT09e0788	37	128	207	133	157	194	109	173	130	127	158	111
OT09e0788	37	128	211	133	163	194	109	173	130	147	164	115
OT09e0791	37	128	209	121	157	197	109	173	-9	115	161	125
OT09e0791	37	128	211	133	157	200	109	173	-9	127	164	125
OT09e0798	37	128	209	127	157	188	109	167	126	109	158	109
OT09e0798	37	128	211	133	157	194	109	167	126	127	161	115
OT09e0814	37	128	209	121	157	194	109	173	126	115	158	125
OT09e0814	37	128	211	127	157	200	115	173	126	127	158	125
OT09e0816	37	128	209	127	157	203	94	173	130	117	158	109
OT09e0816	37	128	211	133	163	203	115	173	130	117	161	125
OT09e0817	37	128	211	133	157	194	106	173	130	115	161	109
OT09e0817	37	128	211	133	157	194	106	173	130	115	164	111
OT09e0818	37	128	207	127	157	203	97	173	126	115	161	115
OT09e0818	37	128	207	133	157	209	106	173	130	127	164	115
OT09e0819	37	128	209	133	157	194	106	167	126	115	161	115
OT09e0819	37	128	211	133	163	203	106	173	126	127	164	123
OT09e0832	37	128	209	133	151	200	109	167	126	127	158	109
OT09e0832	37	128	211	133	157	200	109	173	126	127	164	109
OT09e0835	37	128	209	121	163	194	97	173	130	115	158	109
OT09e0835	37	128	211	133	163	203	106	173	130	127	161	123
OT09e0863	37	128	209	133	151	194	106	173	126	115	158	125
OT09e0863	37	128	211	133	157	194	106	173	126	115	167	125
OT09e0864	37	128	211	121	157	200	106	173	126	115	158	109
OT09e0864	37	128	211	133	157	203	109	173	130	147	161	115
OT09e0865	37	128	211	127	157	203	109	173	126	115	161	109
OT09e0865	37	128	211	133	157	203	109	173	126	127	164	111
OT09e0873	37	128	211	133	157	194	106	173	126	117	158	111
OT09e0873	37	128	211	133	163	203	109	173	126	127	158	125
OT09e0874	37	128	211	133	157	200	106	173	130	115	161	125
OT09e0874	37	128	211	133	157	203	115	173	130	143	161	125
OT09e0878	37	128	211	121	151	194	94	173	130	115	-9	111
OT09e0878	37	128	211	133	157	203	106	173	130	115	-9	115
OT09e0890	37	128	211	133	151	203	109	173	126	115	158	109
OT09e0890	37	128	211	133	157	203	115	173	130	115	164	111
OT09e0895	37	128	211	121	157	194	103	167	126	109	161	109
OT09e0895	37	128	211	133	157	200	106	173	130	127	167	109
OT09e0903	37	128	211	-9	151	194	106	173	130	115	158	109
OT09e0903	37	128	211	-9	157	200	115	173	130	147	158	115
OT09e0905	37	128	211	127	157	200	109	173	130	117	158	125
OT09e0905	37	128	211	133	163	203	115	173	130	127	161	125
OT09e0908	37	128	207	121	-9	203	106	167	130	127	158	109
OT09e0908	37	128	211	133	-9	203	115	173	130	143	161	131
OT09e0918	37	128	211	133	157	194	106	173	130	115	158	111
OT09e0918	37	128	211	133	163	203	106	173	130	127	167	123
OT09e0926	37	128	207	133	157	203	94	173	126	143	158	111
OT09e0926	37	128	211	133	157	203	109	173	126	143	161	111
OT09e0929	37	128	209	133	157	200	109	173	126	127	158	109
OT09e0929	37	128	211	133	157	203	115	173	130	147	164	109
OT09e0930	37	128	211	133	151	200	106	167	130	115	158	125
OT09e0930	37	128	211	133	157	203	115	173	130	127	158	125
OT09e0933	37	128	211	133	151	194	97	167	126	115	158	109
OT09e0933	37	128	211	133	157	194	106	173	126	127	164	109
OT09e0936	37	128	211	133	157	203	106	167	126	115	164	109
OT09e0936	37	128	211	133	157	209	115	173	126	115	164	125
OT09e0966	37	128	211	121	157	194	97	173	126	115	164	111
OT09e0966	37	128	211	133	163	200	115	173	126	147	164	125
OT09e0971	37	128	211	133	151	203	106	173	130	115	158	109
OT09e0971	37	128	211	133	157	203	109	173	130	127	161	115
OT09e0976	37	128	209	133	157	194	97	173	126	115	158	115
OT09e0976	37	128	211	133	157	200	103	173	130	147	161	115
OT09e0980	37	128	211	133	157	194	106	173	130	115	158	109
OT09e0980	37	128	211	133	163	203	115	173	130	127	164	125
OT09e0985	37	128	211	121	157	-9	106	173	130	115	158	109
OT09e0985	37	128	211	133	157	-9	115	173	130	127	158	109
OT09e0988	37	128	211	121	157	194	94	173	126	115	161	109
OT09e0988	37	128	211	133	157	203	109	173	130	127	164	109
OCU_14_024	38	128	211	121	157	194	106	173	130	115	158	125
OCU_14_024	38	128	211	133	163	200	106	173	130	149	164	125
OCU_14_199	38	128	211	121	157	194	94	173	126	117	158	109
OCU_14_199	38	128	211	133	163	203	97	173	130	127	164	109
OCU_14_216	38	128	211	133	157	194	109	167	126	115	158	125
OCU_14_216	38	128	211	133	163	203	109	173	126	127	161	125
OCU_14_230	38	128	211	133	157	194	106	173	126	109	158	115
OCU_14_230	38	128	211	133	157	200	112	173	126	127	161	123
OCU_14_284	38	128	211	121	157	194	97	173	126	115	161	111
OCU_14_284	38	128	211	133	157	203	106	173	126	127	164	111
OCU_14_370	38	128	211	121	157	194	106	173	126	115	161	109
OCU_14_370	38	128	211	133	157	200	106	173	130	117	164	109
OCU_14_423	38	128	211	127	157	194	106	167	130	127	161	109
OCU_14_423	38	128	211	133	163	203	106	173	130	143	164	109
OCU_14_462	38	128	211	121	157	203	97	173	130	115	158	111
OCU_14_462	38	128	211	133	157	203	109	173	130	115	167	125
OCU_14_468	38	128	207	133	157	194	106	173	130	115	161	111
OCU_14_468	38	128	211	133	163	203	106	173	130	149	164	125
OCU_14_469	38	128	207	121	157	200	106	167	130	115	164	111
OCU_14_469	38	128	211	133	163	203	109	173	130	149	164	125
OCU_14_471	38	128	207	124	157	203	94	173	130	127	158	109
OCU_14_471	38	128	211	133	163	209	103	173	130	149	158	109
OCU_14_472	38	128	211	133	157	200	94	173	130	115	158	109
OCU_14_472	38	128	211	133	163	203	94	173	130	127	158	115
OCU_14_474	38	128	209	133	157	203	94	173	130	115	158	109
OCU_14_474	38	128	211	133	157	203	106	173	130	127	158	109
OCU_14_482	38	128	211	121	157	188	106	173	126	127	158	111
OCU_14_482	38	128	211	133	157	203	109	173	126	149	158	111
OCU_14_487	38	128	207	121	157	194	94	167	126	115	158	109
OCU_14_487	38	128	211	133	157	200	106	173	130	127	158	109
OCU_14_503	38	128	211	133	157	194	94	173	126	115	164	125
OCU_14_503	38	128	211	133	163	203	106	173	130	115	164	125
OCU_14_505	38	128	211	121	157	203	94	167	126	143	161	109
OCU_14_505	38	128	211	133	163	203	109	173	130	149	161	109
OCU_14_512	38	128	211	121	157	203	94	173	126	127	158	109
OCU_14_512	38	128	211	133	157	203	109	173	126	127	164	125
OCU_14_514	38	128	207	127	157	203	109	173	130	115	161	109
OCU_14_514	38	128	211	133	163	203	109	173	130	149	164	109
OCU_14_515	38	128	209	121	157	203	109	167	126	127	158	111
OCU_14_515	38	128	211	133	157	203	109	173	130	127	164	125
OCU_14_517	38	128	211	121	157	194	109	173	130	115	161	109
OCU_14_517	38	128	211	133	157	200	109	173	130	149	164	109
OCU_14_522	38	128	209	133	157	194	109	173	126	115	158	109
OCU_14_522	38	128	211	133	163	203	109	173	130	127	164	125
OCU_14_536	38	128	211	133	157	200	94	173	126	115	158	125
OCU_14_536	38	128	211	133	163	203	106	173	130	117	167	125
OCU_14_539	38	128	209	133	157	200	103	173	130	115	164	109
OCU_14_539	38	128	211	133	157	200	106	173	130	127	164	111
OCU_14_553	38	128	209	121	157	203	106	173	130	115	158	109
OCU_14_553	38	128	211	121	157	203	115	173	130	127	164	125
OC12e001	39	128	209	121	157	194	103	173	126	115	158	109
OC12e001	39	128	211	127	163	203	106	173	126	147	164	125
OC12e002	39	128	211	121	157	203	94	173	-9	127	158	109
OC12e002	39	128	211	127	157	203	106	173	-9	147	161	111
OC12e003	39	128	211	133	157	194	109	173	130	115	158	111
OC12e003	39	128	211	133	157	203	109	173	130	147	161	125
OC12e004	39	128	209	121	157	194	106	173	126	117	161	109
OC12e004	39	128	211	133	157	200	109	173	130	127	164	109
OC12e005	39	128	211	121	157	200	97	173	130	127	158	109
OC12e005	39	128	211	133	157	200	106	173	130	127	161	115
OC12e006	39	128	209	133	157	200	97	173	-9	115	161	109
OC12e006	39	128	211	133	163	203	103	173	-9	149	164	127
OC12e007	39	128	209	127	157	194	109	-9	130	115	158	125
OC12e007	39	128	211	133	163	200	109	-9	130	127	161	125
OC12e008	39	128	209	121	157	200	103	173	126	115	158	125
OC12e008	39	128	211	133	163	203	106	173	126	127	164	125
OC12e009	39	128	209	133	157	194	106	173	130	115	158	119
OC12e009	39	128	209	133	163	200	115	173	130	127	164	125
OC12e010	39	128	211	-9	157	194	106	173	-9	115	158	109
OC12e010	39	128	211	-9	157	194	109	173	-9	127	161	125
OC12e011	39	128	211	121	157	200	103	173	130	115	158	125
OC12e011	39	128	211	133	157	203	109	173	130	127	164	125
OC12e012	39	128	211	133	157	203	109	173	-9	127	158	109
